127.0.0.1 - - [15/Dec/2019:01:43:08 +0900] "GET / HTTP/1.1" 404 1115
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/index.jsp HTTP/1.1" 200 8418
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/assets/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/assets/js/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/assets/js/jquery.scrolly.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/assets/js/jquery.scrollex.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/assets/js/skel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/assets/js/util.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/assets/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/assets/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:09 +0900] "GET /bookBoard/templated-transitive/images/banner.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:10 +0900] "GET /bookBoard/templated-transitive/assets/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:16 +0900] "GET /bookBoard/templated-transitive/index.jsp HTTP/1.1" 200 8418
0:0:0:0:0:0:0:1 - - [15/Dec/2019:01:43:17 +0900] "GET /bookBoard/templated-transitive/images/banner.mp4 HTTP/1.1" 206 10813056
